temperature,humidity,soil_moisture,rain/rain_probability,crop,crop_stage,yield,market_demand,price
34.6,66.1,19.8,0.0,Pumpkin,Fruit Development,12957,10175,24.22
32.9,76.7,51.0,42.1,Cauliflower,Vegetative,13501,11980,35.59
34.8,74.1,53.8,36.0,Coriander,Flowering,1452,714,131.69
34.3,88.2,65.0,30.4,Coriander,Flowering,1050,640,133.06
28.5,78.2,58.6,5.3,Pumpkin,Fruit Development,16061,6971,30.17
25.8,75.6,47.3,34.8,Pumpkin,Maturity,17571,7241,33.16
31.0,57.4,32.8,0.0,Drumstick,Harvest,19752,16638,54.08
33.3,67.4,50.6,3.5,Bitter Gourd,Fruiting,14596,6449,61.93
28.7,71.1,44.9,5.6,Drumstick,Harvest,23908,17427,51.35
36.7,70.6,32.7,18.7,Pumpkin,Flowering,10725,9998,27.78
28.3,69.2,44.5,7.4,Chilli,Seedling,5398,4572,74.86
34.7,73.9,46.1,16.0,Banana,Vegetative,38906,33700,33.98
33.9,65.5,35.5,14.5,Chilli,Fruiting,8597,4373,116.58
27.7,71.6,41.6,20.2,Banana,Maturity,63026,38300,38.58
29.7,84.4,48.4,22.3,Onion,Bulb Enlargement,10945,9242,33.87
31.7,73.9,47.6,12.6,Pumpkin,Vegetative,9600,4704,34.26
34.1,86.5,40.0,19.3,Chilli,Seedling,3848,2806,96.91
27.8,59.7,34.8,0.0,Onion,Nursery,5400,3389,32.62
31.3,72.0,31.6,18.0,Banana,Maturity,87752,36591,45.25
30.2,60.7,43.5,20.5,Cauliflower,Curd Initiation,12287,7881,37.72
30.7,55.7,32.0,0.0,Tomato,Vegetative,12013,6239,54.63
31.8,63.9,57.8,8.6,Potato,Tuber Bulking,8423,7624,34.78
29.2,77.3,49.9,19.5,Tomato,Maturity,28039,15140,36.59
29.5,63.0,42.1,13.7,Coriander,Leaf Expansion,1947,1747,108.4
32.0,68.4,40.0,41.2,Brinjal,Vegetative,18177,18460,39.76
33.1,54.2,40.7,16.6,Cauliflower,Curd Initiation,14047,9318,45.24
31.0,87.4,57.6,30.6,Pumpkin,Maturity,18304,21427,21.36
31.4,70.6,49.2,14.7,Potato,Vegetative,5700,5060,29.74
37.7,88.5,48.5,18.7,Brinjal,Flowering,16679,9999,48.62
32.6,84.8,37.2,18.4,Tapioca,Root Initiation,11312,8796,17.58
33.3,71.5,36.0,23.6,Onion,Bulb Enlargement,8875,3343,43.03
36.2,68.6,47.2,19.9,Brinjal,Harvest,33845,49712,27.13
35.9,76.7,33.5,10.9,Onion,Maturity,7501,6090,27.54
29.5,90.0,31.4,28.2,Chilli,Vegetative,3715,4020,44.02
31.2,52.9,44.4,18.4,Banana,Bunch Development,75183,40620,43.61
31.7,80.4,48.0,14.9,Bitter Gourd,Vegetative,9464,6310,48.6
39.8,75.4,32.2,20.0,Potato,Tuber Bulking,8359,8512,25.0
34.0,66.9,41.5,9.9,Pumpkin,Flowering,11280,5480,25.96
38.6,74.2,46.7,19.6,Potato,Tuber Bulking,9551,11492,26.47
31.6,63.0,45.4,6.7,Onion,Nursery,5400,4271,29.8
24.9,80.9,50.4,0.0,Brinjal,Flowering,23581,16618,52.82
31.8,79.7,52.6,16.0,Brinjal,Vegetative,13478,9423,53.23
34.2,63.1,36.2,0.0,Coriander,Flowering,1500,566,139.31
30.4,72.5,34.8,24.3,Brinjal,Seedling,13066,9779,30.37
38.0,60.2,42.5,3.4,Tapioca,Tuber Bulking,27673,13011,19.06
32.0,80.9,39.6,22.4,Brinjal,Fruiting,31336,15570,50.99
32.7,65.3,33.8,4.5,Onion,Nursery,5400,4877,30.31
33.0,79.7,27.0,15.8,Banana,Vegetative,32179,10526,42.86
29.8,74.8,37.6,13.1,Bitter Gourd,Harvest,14278,9139,46.24
29.1,73.1,54.8,1.7,Potato,Maturity,10290,5029,44.03
33.8,67.6,50.0,0.0,Coriander,Vegetative,1050,698,156.14
30.1,63.8,48.5,3.9,Tomato,Fruiting,19001,6212,49.4
33.4,80.2,62.7,12.4,Brinjal,Harvest,27294,12782,55.55
29.5,87.5,49.1,36.0,Tomato,Fruiting,29205,18700,46.03
36.1,84.8,45.9,22.9,Tapioca,Maturity,25297,23517,22.8
27.9,70.2,42.2,8.9,Tomato,Maturity,32212,23797,47.78
33.1,79.6,56.2,7.5,Coriander,Seed Maturity,2251,1684,116.49
31.1,72.6,51.7,16.8,Potato,Tuber Bulking,10585,6871,34.57
33.6,70.0,54.4,0.0,Tapioca,Maturity,19527,10508,19.49
29.7,72.8,39.7,10.3,Banana,Flowering,54944,38631,41.34
31.3,70.0,35.8,0.2,Pumpkin,Vegetative,14568,12858,20.16
32.3,60.7,55.6,19.1,Onion,Maturity,13931,10330,42.76
34.1,74.3,51.2,23.4,Potato,Maturity,11257,9576,38.72
34.3,67.6,50.4,21.6,Brinjal,Harvest,25521,16576,41.06
38.2,79.2,43.1,19.8,Chilli,Flowering,5349,3561,63.54
29.9,84.4,45.0,28.1,Bitter Gourd,Vegetative,11535,6425,64.41
31.6,68.5,46.5,21.2,Banana,Flowering,40395,46149,30.16
30.1,67.9,48.9,51.6,Potato,Maturity,7290,4657,41.37
36.2,77.6,50.4,27.7,Potato,Tuber Bulking,7037,2283,46.31
34.0,73.5,39.6,27.1,Chilli,Flowering,4638,5636,59.26
31.3,76.7,58.3,16.9,Pumpkin,Maturity,15408,12052,19.77
39.6,83.1,44.1,0.0,Cauliflower,Vegetative,8400,7797,43.71
33.1,86.8,56.6,0.0,Tomato,Maturity,24994,20916,29.86
32.9,68.1,48.9,12.8,Potato,Tuber Bulking,9843,4022,45.22
30.2,79.4,52.7,46.8,Pumpkin,Flowering,19003,8599,34.13
35.4,52.5,37.7,10.3,Pumpkin,Vegetative,14337,7698,28.5
28.9,58.3,45.7,28.4,Chilli,Flowering,3609,2367,61.09
34.3,79.0,35.8,31.3,Tomato,Maturity,17523,11720,29.84
34.1,70.4,36.4,30.1,Banana,Vegetative,29673,23076,39.69
29.1,79.9,50.4,2.7,Tapioca,Tuber Bulking,11438,6276,27.8
34.7,70.8,40.0,22.1,Onion,Maturity,12174,6580,40.53
34.2,80.8,45.4,35.9,Banana,Maturity,53683,51130,23.48
36.8,72.7,55.7,22.6,Brinjal,Seedling,12600,8833,47.55
32.2,61.0,51.1,11.3,Tapioca,Root Initiation,10800,8843,14.87
32.4,76.0,39.7,25.0,Bitter Gourd,Vegetative,7200,2022,51.41
29.5,76.7,62.5,6.3,Coriander,Seed Maturity,2179,1810,114.25
34.9,57.6,46.4,10.8,Pumpkin,Fruit Development,16111,14807,18.56
31.5,60.6,51.0,0.0,Brinjal,Seedling,12600,12580,40.18
31.3,70.1,51.7,5.8,Tapioca,Root Initiation,11345,10033,20.15
26.3,59.2,47.7,13.7,Chilli,Flowering,5663,3669,78.74
28.7,71.5,53.2,7.0,Bitter Gourd,Fruiting,11386,7238,42.51
28.4,65.7,46.2,25.2,Tapioca,Tuber Bulking,20600,10930,20.79
30.5,69.4,47.2,0.0,Bitter Gourd,Harvest,13300,14533,47.8
28.9,82.5,59.6,16.7,Bitter Gourd,Flowering,13980,8462,61.66
33.3,56.5,45.3,15.4,Banana,Bunch Development,65944,39006,39.41
32.5,67.3,65.0,23.6,Cauliflower,Harvest,17784,9430,45.08
33.8,78.4,47.9,2.8,Bitter Gourd,Fruiting,8303,5388,47.92
31.2,76.5,55.4,25.8,Cauliflower,Seedling,8400,6499,42.96
34.5,84.2,42.8,30.7,Potato,Maturity,8843,3383,39.39
27.2,69.4,32.1,16.9,Tapioca,Root Initiation,17723,6888,33.11
33.7,68.9,45.0,17.3,Bitter Gourd,Harvest,11309,5831,56.68
28.7,84.8,49.9,18.0,Pumpkin,Vegetative,14339,9457,22.5
30.9,61.4,35.2,20.4,Tomato,Seedling,11513,7600,34.49
32.9,76.9,42.9,2.9,Cauliflower,Vegetative,9352,8979,38.07
28.6,71.1,53.7,4.5,Drumstick,Vegetative,8921,6003,46.23
30.5,83.9,54.6,26.7,Tapioca,Tuber Bulking,23158,25314,21.15
29.3,63.9,35.3,0.0,Tapioca,Maturity,24632,18292,25.93
29.0,73.6,36.7,5.3,Onion,Bulb Enlargement,8939,6212,43.08
31.5,72.0,65.0,35.6,Cauliflower,Curd Initiation,8400,4500,52.75
35.9,62.0,38.7,18.2,Bitter Gourd,Harvest,13802,5881,44.57
33.8,75.6,54.5,5.8,Tapioca,Vegetative,10800,9682,20.94
32.7,69.9,36.7,16.1,Brinjal,Harvest,26985,30441,32.54
31.7,64.0,25.4,4.9,Bitter Gourd,Harvest,14593,4812,66.43
35.3,65.6,26.1,6.0,Cauliflower,Harvest,13842,11299,40.22
31.4,68.7,51.9,17.8,Onion,Bulb Enlargement,11579,11727,30.57
31.1,68.0,53.7,0.0,Chilli,Seedling,3600,4961,38.63
38.0,90.0,47.5,31.3,Tomato,Flowering,14416,4990,44.21
37.6,80.8,47.5,29.8,Onion,Maturity,8971,4514,34.93
27.0,58.4,59.5,9.8,Potato,Tuber Bulking,10831,4339,34.96
30.7,91.7,50.6,42.4,Chilli,Vegetative,4908,4921,53.51
29.4,73.9,62.9,11.9,Brinjal,Vegetative,16350,15555,49.52
38.7,60.7,27.1,20.0,Tomato,Maturity,25031,13718,45.76
29.3,75.1,31.5,0.0,Drumstick,Pod Development,12648,6452,63.35
31.5,69.8,46.1,27.9,Onion,Vegetative,5400,4598,32.52
30.8,67.5,65.0,16.0,Chilli,Vegetative,3600,1742,95.93
32.1,76.0,58.3,44.3,Drumstick,Vegetative,13972,6856,52.84
29.2,72.7,54.5,10.0,Pumpkin,Flowering,9600,3505,36.53
32.3,64.5,42.3,9.3,Cauliflower,Curd Initiation,8400,5263,39.47
30.1,65.7,35.0,19.0,Coriander,Leaf Expansion,1773,1635,82.16
30.0,75.9,57.8,7.3,Banana,Maturity,54171,33752,33.07
31.5,82.0,55.9,32.1,Brinjal,Fruiting,33851,39152,34.29
28.7,86.2,57.1,51.1,Brinjal,Seedling,12600,6766,56.34
32.9,63.3,49.7,55.9,Brinjal,Harvest,24680,8840,58.22
33.9,71.7,56.1,15.8,Drumstick,Vegetative,10905,10268,45.98
33.0,63.5,31.2,20.8,Drumstick,Pod Development,22042,15849,49.78
29.4,76.4,56.9,38.4,Potato,Tuber Initiation,5700,4694,41.57
36.4,81.2,50.5,27.3,Brinjal,Fruiting,19608,11466,41.39
28.8,67.3,50.2,0.0,Banana,Flowering,45999,21159,38.61
32.8,62.1,39.8,35.5,Onion,Bulb Enlargement,9018,4803,29.25
29.9,74.9,62.5,26.5,Cauliflower,Curd Development,15923,23231,23.38
30.2,71.8,43.7,0.0,Potato,Vegetative,5700,4370,30.51
34.2,81.3,46.9,34.7,Cauliflower,Curd Initiation,11997,13524,26.14
34.1,71.8,37.6,0.4,Brinjal,Vegetative,13790,9644,39.8
33.5,72.6,39.6,4.9,Coriander,Vegetative,1210,634,138.22
32.7,85.5,44.7,15.1,Tomato,Fruiting,18406,17915,34.24
27.7,82.6,52.4,24.1,Bitter Gourd,Fruiting,26299,10400,68.35
34.9,76.3,51.4,21.6,Onion,Maturity,5400,3749,35.39
32.7,66.9,54.5,0.0,Coriander,Vegetative,1741,1004,111.25
31.4,60.0,43.4,14.8,Onion,Nursery,5400,1841,42.28
34.5,74.1,42.2,20.2,Banana,Flowering,45880,23877,38.12
30.9,64.3,38.6,0.0,Brinjal,Vegetative,18631,12953,53.94
30.2,62.3,36.9,0.0,Bitter Gourd,Harvest,24435,11056,60.15
32.6,47.7,49.4,0.0,Onion,Nursery,5400,2722,35.81
34.3,55.5,48.0,8.2,Tapioca,Maturity,22060,8500,22.52
32.8,87.4,63.5,7.7,Potato,Tuber Initiation,5700,4940,25.87
33.5,66.1,45.9,23.8,Brinjal,Seedling,14452,18970,26.97
32.1,67.0,34.0,24.6,Banana,Maturity,74107,42254,38.77
38.7,76.2,28.0,3.7,Coriander,Flowering,1311,1136,100.42
33.2,71.0,63.7,7.5,Tomato,Seedling,11619,6500,51.03
30.2,86.8,41.1,0.8,Potato,Vegetative,5700,2665,43.36
36.8,63.5,22.3,26.9,Pumpkin,Vegetative,10480,5559,30.58
28.0,62.5,45.0,5.7,Pumpkin,Flowering,9600,6748,23.74
34.0,67.8,46.9,0.7,Tomato,Vegetative,13506,11347,41.88
34.1,69.8,46.1,26.0,Potato,Vegetative,6858,2922,36.63
31.7,65.1,47.7,14.7,Bitter Gourd,Flowering,11542,8781,61.55
32.2,77.0,35.4,12.2,Pumpkin,Vegetative,14668,13374,16.52
31.3,53.1,45.5,36.0,Pumpkin,Maturity,28715,25625,23.15
33.6,83.5,52.9,0.0,Drumstick,Vegetative,8400,5570,49.95
29.8,62.9,50.4,3.2,Brinjal,Fruiting,23168,10868,48.79
27.9,76.4,65.0,2.2,Drumstick,Harvest,19204,14731,34.75
32.6,68.4,39.9,11.4,Drumstick,Flowering,19740,12121,61.57
28.6,82.4,62.7,7.2,Brinjal,Flowering,15762,10406,61.97
33.8,66.2,52.4,29.4,Bitter Gourd,Vegetative,7200,5538,63.81
31.9,67.1,46.4,3.2,Cauliflower,Vegetative,8797,10778,37.93
26.8,95.8,46.6,13.3,Cauliflower,Seedling,8400,4276,57.18
32.6,65.0,32.3,8.0,Coriander,Flowering,1256,1151,154.2
32.5,64.0,38.7,17.3,Coriander,Leaf Expansion,1050,1325,85.96
30.6,77.4,48.8,32.5,Brinjal,Harvest,35340,22371,42.68
33.3,70.7,39.1,6.0,Tapioca,Root Initiation,24519,22164,19.29
31.1,71.2,47.5,21.5,Brinjal,Fruiting,29006,18994,47.12
30.3,62.2,34.2,8.1,Onion,Bulb Enlargement,8724,5814,33.52
29.1,83.0,55.0,0.0,Onion,Maturity,9013,2929,44.04
33.5,64.7,29.5,14.3,Chilli,Seedling,3600,1853,93.76
29.6,80.2,45.2,7.1,Drumstick,Flowering,10815,10697,48.86
28.8,56.7,43.4,7.5,Bitter Gourd,Harvest,18151,7518,56.37
31.6,80.2,45.7,7.4,Banana,Flowering,57185,69265,26.05
35.5,82.1,49.2,16.0,Bitter Gourd,Flowering,7427,5862,57.79
32.7,78.7,41.7,0.1,Tapioca,Root Initiation,21718,17709,24.39
28.2,59.6,35.9,1.7,Chilli,Seedling,5296,3728,78.88
31.7,69.1,50.5,0.6,Drumstick,Vegetative,8400,2531,65.05
27.7,71.0,61.3,31.0,Bitter Gourd,Flowering,10829,5817,66.08
40.1,67.9,37.8,0.0,Tapioca,Maturity,20267,9843,29.32
29.8,52.8,30.8,26.6,Potato,Tuber Initiation,10777,4747,45.02
30.0,70.1,43.4,15.9,Chilli,Seedling,3600,3486,51.4
33.1,61.6,43.3,4.1,Chilli,Fruiting,9905,5638,83.84
30.5,72.4,44.3,16.9,Pumpkin,Flowering,13508,13496,17.8
31.4,57.9,41.4,9.2,Banana,Flowering,61755,30017,42.81
33.6,80.4,49.9,14.4,Potato,Vegetative,5700,4852,34.09
33.3,70.8,39.2,11.1,Potato,Vegetative,6620,5985,21.13
37.7,67.9,25.5,28.7,Banana,Maturity,57119,33795,26.39
33.3,62.4,41.5,5.0,Banana,Vegetative,28613,18060,33.0
29.4,77.4,44.0,29.1,Pumpkin,Fruit Development,13107,7999,23.38
29.6,64.3,30.9,0.0,Pumpkin,Vegetative,11288,7430,23.81
35.0,63.2,48.0,18.2,Potato,Tuber Initiation,6876,6457,32.91
31.8,83.6,52.9,11.3,Tapioca,Tuber Bulking,22435,24962,15.76
29.9,74.7,48.5,0.0,Chilli,Flowering,5062,3104,61.86
31.4,67.1,45.1,12.3,Chilli,Flowering,4750,3075,65.04
31.8,59.6,25.7,4.8,Onion,Nursery,5400,4482,36.16
30.8,64.9,60.3,0.4,Brinjal,Flowering,17171,16269,62.5
34.8,57.3,22.4,18.9,Brinjal,Harvest,30850,28364,41.15
33.9,77.9,57.9,27.5,Pumpkin,Fruit Development,16655,14582,23.71
38.2,83.3,55.8,25.5,Pumpkin,Flowering,12070,10181,22.08
33.2,68.8,47.3,15.4,Potato,Tuber Bulking,10505,4144,39.14
34.7,89.8,45.9,14.1,Cauliflower,Curd Development,14479,14172,26.37
30.9,74.0,53.7,32.8,Drumstick,Flowering,14514,19311,35.17
31.1,65.2,50.0,0.0,Drumstick,Flowering,18887,10256,75.34
27.3,69.9,49.9,0.0,Brinjal,Flowering,17852,23789,31.31
30.7,74.2,37.4,20.3,Tomato,Vegetative,21272,8735,48.52
29.7,76.7,38.8,29.2,Banana,Bunch Development,73583,66651,27.01
33.7,63.5,35.5,21.8,Tapioca,Tuber Bulking,26888,26851,17.78
33.7,73.4,42.1,17.7,Bitter Gourd,Vegetative,9315,8037,52.58
33.6,64.2,63.5,47.0,Chilli,Seedling,3600,3436,52.42
35.2,69.5,39.0,26.3,Tomato,Maturity,25222,11692,37.47
34.7,71.4,37.7,1.4,Brinjal,Harvest,30797,14716,53.26
33.1,86.5,47.6,27.6,Chilli,Harvest,5580,3831,76.07
29.0,95.2,54.1,23.2,Chilli,Vegetative,3641,1465,75.59
29.7,76.5,46.4,18.4,Cauliflower,Curd Development,15707,10860,57.27
34.6,78.1,37.1,29.2,Bitter Gourd,Harvest,11323,7100,54.09
32.8,75.5,53.1,24.5,Tomato,Maturity,17349,9409,33.84
32.0,71.2,61.0,6.9,Pumpkin,Vegetative,10232,9244,17.72
34.1,62.0,59.8,1.8,Bitter Gourd,Flowering,9034,7396,38.17
30.9,77.0,51.1,30.0,Bitter Gourd,Flowering,10338,8628,41.15
34.2,84.5,59.4,0.0,Onion,Maturity,5772,7321,27.84
33.7,69.2,36.7,20.4,Brinjal,Flowering,23957,11856,44.18
27.9,67.7,48.6,7.1,Brinjal,Flowering,17012,17002,35.57
34.1,91.5,50.4,14.0,Banana,Vegetative,40373,34428,28.63
28.4,79.0,62.2,0.0,Tapioca,Tuber Bulking,15541,10759,18.01
32.8,70.3,44.0,29.2,Tapioca,Tuber Bulking,25093,14388,20.58
32.1,63.2,39.5,19.1,Drumstick,Harvest,11635,9828,38.02
28.7,73.6,58.0,11.6,Drumstick,Pod Development,12826,6239,63.38
28.6,65.4,49.4,0.0,Pumpkin,Vegetative,10266,6922,28.81
32.7,71.4,44.2,12.7,Drumstick,Pod Development,17334,21931,31.19
35.2,87.0,56.9,9.9,Tapioca,Maturity,17900,10795,20.85
28.5,66.3,42.4,17.3,Bitter Gourd,Fruiting,15270,12831,48.72
31.2,60.3,23.8,0.0,Potato,Vegetative,6986,5879,28.91
27.7,78.1,55.9,41.5,Chilli,Vegetative,3600,1780,86.95
36.8,77.5,45.5,18.5,Drumstick,Harvest,26869,20311,60.08
31.5,72.7,46.3,0.0,Coriander,Vegetative,1191,648,154.45
31.7,77.3,65.0,40.5,Cauliflower,Vegetative,8400,4859,61.0
30.7,71.9,50.3,26.1,Cauliflower,Curd Development,15671,6126,40.12
35.7,78.6,50.4,0.0,Tomato,Seedling,11400,9672,33.75
33.7,79.9,59.6,12.6,Onion,Maturity,11068,7652,25.41
26.1,57.6,51.1,0.0,Bitter Gourd,Flowering,17838,8100,68.05
36.4,74.6,45.1,0.5,Tapioca,Vegetative,10800,10000,16.99
36.0,82.2,58.6,52.3,Onion,Nursery,5400,3061,40.21
32.4,65.4,42.7,16.1,Coriander,Vegetative,1050,356,148.44
38.3,50.4,36.1,0.0,Potato,Tuber Initiation,5700,5021,31.62
30.1,69.1,40.4,32.9,Drumstick,Pod Development,13981,5627,68.57
33.0,72.0,40.0,11.8,Tomato,Seedling,11400,7119,56.04
30.1,70.4,47.9,23.1,Bitter Gourd,Fruiting,10989,4757,72.28
29.7,74.2,45.4,8.7,Onion,Maturity,13905,13576,33.07
30.5,66.7,48.6,0.9,Onion,Maturity,8103,3008,47.76
33.4,70.4,51.9,14.1,Tomato,Vegetative,11400,7320,45.67
35.5,77.5,42.1,27.6,Chilli,Flowering,3763,1587,46.23
31.3,64.6,38.1,5.5,Banana,Maturity,56402,43343,30.48
31.4,65.6,47.6,16.0,Banana,Bunch Development,81528,64786,28.95
30.8,78.3,38.0,20.5,Chilli,Seedling,3600,3196,56.51
29.9,82.3,57.0,32.5,Coriander,Vegetative,1548,1946,90.2
35.6,69.5,38.8,13.5,Tomato,Maturity,23729,18206,30.56
36.6,73.5,60.1,7.2,Pumpkin,Maturity,13473,3610,25.97
39.2,84.9,47.3,35.0,Banana,Flowering,40308,53585,24.91
38.3,82.5,44.8,3.1,Tomato,Vegetative,13717,8053,30.29
33.1,59.5,21.5,0.0,Cauliflower,Vegetative,8434,6185,36.83
29.7,57.2,36.9,7.4,Cauliflower,Curd Initiation,11369,4115,48.62
30.3,76.2,42.9,22.9,Potato,Tuber Initiation,8464,9433,33.68
25.6,67.9,43.3,17.4,Bitter Gourd,Harvest,15762,11244,59.46
27.5,63.9,49.1,24.7,Cauliflower,Curd Initiation,19798,12332,45.54
34.8,60.1,51.7,1.5,Banana,Flowering,30594,14664,34.29
33.4,77.8,57.1,3.3,Tomato,Maturity,18765,13173,46.85
32.1,60.2,35.5,1.7,Tomato,Fruiting,26952,12327,52.37
29.1,70.1,51.0,32.1,Tapioca,Vegetative,10800,8660,25.21
29.6,57.1,27.4,5.3,Pumpkin,Vegetative,15390,8821,29.3
39.4,76.3,46.7,14.6,Brinjal,Fruiting,17252,6061,54.39
26.6,88.0,61.6,16.7,Banana,Maturity,65260,40471,35.98
35.4,74.0,34.4,48.0,Tapioca,Root Initiation,11279,9115,16.77
26.8,79.3,40.0,20.1,Chilli,Seedling,3600,1554,79.35
31.1,88.9,55.1,26.9,Coriander,Flowering,1652,1467,125.34
33.5,75.7,51.9,10.6,Brinjal,Harvest,30118,27899,37.44
35.4,89.8,58.0,46.2,Chilli,Flowering,4442,2024,79.11
31.2,74.3,38.8,10.2,Bitter Gourd,Vegetative,11030,8847,48.56
33.4,64.8,39.2,5.9,Tomato,Maturity,26093,17852,38.03
30.1,56.7,39.8,0.0,Coriander,Vegetative,1050,887,121.31
33.6,71.2,44.2,14.1,Tapioca,Tuber Bulking,25726,19502,19.04
32.3,59.6,38.1,13.8,Chilli,Vegetative,6288,5736,74.04
34.6,80.4,54.9,28.8,Cauliflower,Harvest,12898,10532,38.74
32.1,69.1,48.1,1.2,Brinjal,Harvest,32575,29889,35.72
30.4,68.0,38.9,24.0,Chilli,Fruiting,7716,5011,95.1
32.0,73.2,50.9,27.0,Potato,Tuber Initiation,6168,4786,33.0
34.3,60.7,49.1,7.4,Coriander,Flowering,1190,1131,161.97
29.5,89.0,56.4,34.5,Drumstick,Pod Development,16646,15485,51.74
28.9,78.0,59.6,0.0,Banana,Vegetative,37599,24543,37.98
28.9,81.8,52.4,0.0,Potato,Vegetative,5969,4948,25.74
33.7,63.8,38.9,18.0,Potato,Tuber Initiation,6703,5516,31.82
30.3,82.6,41.6,5.9,Drumstick,Vegetative,17635,19274,41.63
30.8,66.1,33.9,27.5,Tomato,Flowering,19669,27971,20.86
32.8,67.0,56.8,3.0,Onion,Vegetative,6089,2588,34.12
33.1,62.4,48.7,32.8,Cauliflower,Curd Initiation,8400,7201,33.67
30.3,67.1,36.2,0.1,Banana,Bunch Development,52351,41421,38.01
36.4,87.0,42.8,13.2,Chilli,Flowering,6038,5334,57.36
30.3,87.6,45.3,21.4,Pumpkin,Maturity,28395,12175,30.58
34.8,84.6,58.2,44.5,Tapioca,Root Initiation,18263,11927,16.2
31.8,68.3,38.5,5.6,Cauliflower,Harvest,23269,11368,42.18
32.2,72.2,31.7,0.0,Bitter Gourd,Vegetative,7688,5339,53.29
27.7,65.4,53.7,0.0,Pumpkin,Vegetative,13919,14349,20.08
34.8,65.4,52.9,14.3,Drumstick,Pod Development,10913,9809,34.93
33.0,61.5,60.3,0.0,Brinjal,Fruiting,20546,36218,29.97
38.5,76.4,41.7,35.9,Pumpkin,Fruit Development,16481,10090,22.9
30.3,82.7,44.5,24.1,Coriander,Flowering,1142,510,126.99
35.5,84.5,63.1,59.5,Cauliflower,Curd Development,10547,6376,46.54
36.2,74.4,57.5,24.5,Cauliflower,Curd Development,14087,7388,47.11
34.6,88.2,53.7,28.6,Pumpkin,Vegetative,12554,5222,26.72
34.0,81.4,33.8,0.0,Bitter Gourd,Harvest,16527,10805,67.61
32.7,59.8,63.7,14.0,Bitter Gourd,Flowering,9317,6214,56.71
33.1,91.3,48.0,10.6,Banana,Vegetative,37017,29091,35.17
33.4,73.0,45.1,35.2,Cauliflower,Curd Initiation,9084,4660,51.9
33.8,54.5,39.5,2.8,Coriander,Leaf Expansion,1438,562,127.38
31.0,82.3,61.9,34.5,Potato,Vegetative,5700,4337,34.0
30.6,73.5,49.6,4.2,Potato,Tuber Bulking,10109,15799,12.49
33.0,90.2,55.1,27.3,Coriander,Flowering,1387,1261,95.0
28.0,79.3,46.5,0.0,Onion,Bulb Development,8855,4636,43.7
32.1,56.5,41.5,0.0,Chilli,Fruiting,6581,4538,81.66
36.4,80.6,52.0,39.4,Drumstick,Harvest,13220,10704,44.96
32.3,59.5,41.4,1.0,Potato,Tuber Bulking,9410,5252,32.54
36.8,77.5,55.2,35.3,Cauliflower,Seedling,8400,6503,45.4
30.7,73.1,58.1,0.0,Tomato,Fruiting,20272,15876,35.84
28.5,52.2,52.7,29.8,Brinjal,Vegetative,23818,9532,50.56
38.2,73.5,47.8,24.7,Cauliflower,Vegetative,10017,9131,38.64
32.0,68.6,28.7,28.6,Pumpkin,Vegetative,9600,8422,25.44
34.6,66.0,28.2,6.2,Drumstick,Harvest,18829,23199,45.78
32.6,85.6,49.8,44.7,Coriander,Vegetative,1080,1393,100.17
34.6,64.7,24.4,16.2,Pumpkin,Vegetative,10503,11803,20.98
33.2,71.1,52.4,0.0,Coriander,Flowering,1505,787,133.53
32.5,67.2,40.1,0.0,Tapioca,Vegetative,10800,6331,29.73
30.3,45.9,48.0,6.3,Banana,Vegetative,43304,21617,43.87
37.0,82.0,58.8,5.7,Cauliflower,Seedling,8400,4188,51.14
31.8,64.9,40.3,9.7,Drumstick,Flowering,12359,6528,45.92
28.8,68.6,54.4,13.6,Brinjal,Seedling,12600,10067,53.2
31.7,72.5,50.1,3.4,Brinjal,Seedling,12600,7861,53.54
32.1,75.5,61.5,8.0,Onion,Vegetative,5707,3130,34.46
32.8,87.3,59.1,30.2,Onion,Bulb Development,7853,3109,32.89
30.2,63.9,57.8,5.3,Coriander,Flowering,1347,1004,134.73
31.2,70.6,41.2,8.2,Coriander,Flowering,1206,600,127.04
28.9,84.7,45.0,9.4,Banana,Bunch Development,62195,32072,37.79
31.5,74.9,45.6,2.4,Potato,Maturity,8834,7217,23.94
32.0,81.9,52.6,39.5,Cauliflower,Vegetative,9894,4032,41.98
34.8,81.1,52.5,35.9,Banana,Bunch Development,37729,35474,23.0
29.9,70.1,51.1,0.0,Brinjal,Vegetative,23091,18889,50.7
34.2,97.0,48.7,4.7,Chilli,Harvest,9519,5928,77.77
34.1,77.1,50.7,34.5,Onion,Vegetative,6241,4722,41.84
32.8,70.8,40.2,11.9,Onion,Bulb Enlargement,11479,4418,47.04
31.0,74.4,50.2,33.9,Cauliflower,Curd Initiation,10002,4518,60.71
35.9,59.2,35.8,27.0,Drumstick,Vegetative,8720,4616,59.61
31.1,74.6,51.6,22.8,Potato,Vegetative,5801,5262,30.04
32.1,68.0,50.3,1.7,Tomato,Vegetative,11646,8424,41.03
27.0,92.1,53.1,11.6,Tapioca,Tuber Bulking,26640,14424,28.28
34.2,81.0,45.1,19.4,Coriander,Flowering,1778,785,156.83
35.6,64.9,38.8,41.9,Brinjal,Vegetative,13331,7075,47.15
33.4,68.7,45.6,17.0,Tapioca,Vegetative,12696,7931,27.03
36.7,82.3,50.8,32.5,Banana,Maturity,42401,56895,27.26
32.9,55.5,34.4,0.0,Chilli,Flowering,7260,5952,70.22
